cpf,nome,sexo,idade,renda,estado,email,id_tran,estabelecimento,valor,status,data,porcentagemGastos
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,809,cacau show,33,aprovada,02/2020,0.32
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,4189,carrefour,334,aprovada,03/2020,3.28
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,3353,carrefour,497,aprovada,02/2020,4.88
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,2554,ifood,173,aprovada,05/2020,1.70
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,2903,renner,204,aprovada,01/2020,2.00
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,1630,uber,58,aprovada,04/2020,0.57
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,4082,uber,61,aprovada,01/2020,0.60
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,1640,zara,272,aprovada,01/2020,2.67
7471498,AMANDIO,masculino,43,10177,TO,amandio8@hotmail.com,337,zara,556,aprovada,01/2020,5.46
777780623,DECIVALDO,masculino,38,35864,RJ,decivaldo5@hotmail.com,1572,ifood,109,aprovada,02/2020,0.30
777780623,DECIVALDO,masculino,38,35864,RJ,decivaldo5@hotmail.com,989,smart fit,113,aprovada,03/2020,0.32
777780623,DECIVALDO,masculino,38,35864,RJ,decivaldo5@hotmail.com,1511,uber,28,aprovada,02/2020,0.08
777780623,DECIVALDO,masculino,38,35864,RJ,decivaldo5@hotmail.com,5135,zara,67,aprovada,05/2020,0.19
777780623,DECIVALDO,masculino,38,35864,RJ,decivaldo5@hotmail.com,2422,zara,857,aprovada,02/2020,2.39
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,4426,cacau show,322,aprovada,02/2020,0.91
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,3649,ifood,155,aprovada,05/2020,0.44
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,3869,ifood,178,aprovada,05/2020,0.51
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,4457,smart fit,67,aprovada,01/2020,0.19
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,470,uber,53,aprovada,05/2020,0.15
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,369,uber,6,aprovada,04/2020,0.02
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,1192,zara,43,aprovada,04/2020,0.12
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,2588,zara,845,aprovada,05/2020,2.40
574079717,GERALD,masculino,46,35234,MG,gerald5@hotmail.com,4445,zara,864,aprovada,04/2020,2.45
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,2281,cacau show,584,aprovada,05/2020,1.71
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,1793,carrefour,1140,aprovada,01/2020,3.34
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,2964,renner,307,aprovada,01/2020,0.90
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,3998,renner,210,aprovada,02/2020,0.62
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,1921,renner,335,aprovada,02/2020,0.98
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,622,zara,123,aprovada,01/2020,0.36
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,1475,zara,583,aprovada,03/2020,1.71
40703137,LINCOLN,masculino,53,34094,MG,lincoln8@hotmail.com,826,zara,203,aprovada,04/2020,0.60
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,1111,cacau show,193,aprovada,04/2020,0.64
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,3016,cacau show,761,aprovada,03/2020,2.54
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,757,carrefour,421,aprovada,01/2020,1.41
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,4530,netflix,38,aprovada,05/2020,0.13
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,4036,renner,318,aprovada,03/2020,1.06
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,2895,renner,472,aprovada,03/2020,1.58
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,1025,renner,26,aprovada,02/2020,0.09
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,4383,uber,58,aprovada,05/2020,0.19
122276725,ADEIR,masculino,22,29959,RJ,adeir1@hotmail.com,3915,zara,168,aprovada,03/2020,0.56
132466721,WANESSA,feminino,19,22098,PR,wanessa0@hotmail.com,874,carrefour,1564,aprovada,01/2020,7.08
132466721,WANESSA,feminino,19,22098,PR,wanessa0@hotmail.com,26,ifood,201,aprovada,02/2020,0.91
132466721,WANESSA,feminino,19,22098,PR,wanessa0@hotmail.com,1938,netflix,34,aprovada,02/2020,0.15
132466721,WANESSA,feminino,19,22098,PR,wanessa0@hotmail.com,1315,smart fit,208,aprovada,01/2020,0.94
132466721,WANESSA,feminino,19,22098,PR,wanessa0@hotmail.com,816,zara,950,aprovada,03/2020,4.30
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,1736,ifood,95,aprovada,01/2020,0.28
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,3376,ifood,263,aprovada,05/2020,0.78
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,2789,netflix,42,aprovada,02/2020,0.12
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,3431,uber,55,negada,03/2020,0.16
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,2793,uber,100,aprovada,04/2020,0.30
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,3412,uber,56,aprovada,03/2020,0.17
753246858,MICAEL,feminino,48,33742,SP,micael2@hotmail.com,4493,zara,305,aprovada,02/2020,0.90
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,103,carrefour,1577,aprovada,05/2020,5.71
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,3727,netflix,41,aprovada,01/2020,0.15
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,1060,netflix,39,aprovada,03/2020,0.14
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,849,renner,130,aprovada,01/2020,0.47
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,2524,smart fit,103,aprovada,02/2020,0.37
693664690,VERGINIO,masculino,32,27622,RJ,verginio7@hotmail.com,5112,zara,996,aprovada,05/2020,3.61
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,215,cacau show,189,aprovada,04/2020,1.75
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,80,cacau show,520,aprovada,03/2020,4.82
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,1427,ifood,30,aprovada,04/2020,0.28
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,4056,ifood,204,aprovada,01/2020,1.89
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,1283,ifood,97,aprovada,03/2020,0.90
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,5199,renner,188,aprovada,03/2020,1.74
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,462,renner,431,aprovada,03/2020,4.00
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,4741,renner,100,aprovada,01/2020,0.93
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,774,renner,390,aprovada,04/2020,3.62
313018047,CELEIDA,feminino,58,10782,TO,celeida7@hotmail.com,1450,zara,468,aprovada,01/2020,4.34
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,3648,cacau show,468,aprovada,05/2020,2.11
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,2799,ifood,282,aprovada,04/2020,1.27
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,1505,renner,251,aprovada,03/2020,1.13
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,373,smart fit,95,negada,05/2020,0.43
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,4207,uber,14,aprovada,02/2020,0.06
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,4065,uber,99,aprovada,01/2020,0.45
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,4948,zara,260,aprovada,04/2020,1.17
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,4655,zara,951,aprovada,03/2020,4.29
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,2656,zara,377,aprovada,04/2020,1.70
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,533,zara,761,aprovada,02/2020,3.43
310702509,REGES,masculino,36,22170,MG,reges9@hotmail.com,4705,zara,120,aprovada,02/2020,0.54
237664014,ALECIO,masculino,55,24960,MG,alecio3@hotmail.com,1178,carrefour,599,aprovada,05/2020,2.40
237664014,ALECIO,masculino,55,24960,MG,alecio3@hotmail.com,4708,ifood,254,aprovada,01/2020,1.02
237664014,ALECIO,masculino,55,24960,MG,alecio3@hotmail.com,3641,renner,307,aprovada,02/2020,1.23
237664014,ALECIO,masculino,55,24960,MG,alecio3@hotmail.com,743,uber,54,aprovada,01/2020,0.22
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,278,cacau show,750,aprovada,03/2020,5.56
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,4343,netflix,36,aprovada,02/2020,0.27
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,1405,renner,311,negada,04/2020,2.31
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,4134,renner,276,aprovada,01/2020,2.05
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,3451,renner,369,aprovada,03/2020,2.74
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,2853,renner,290,aprovada,01/2020,2.15
878427639,ALDEMARIO,masculino,33,13484,RJ,aldemario4@hotmail.com,3818,zara,436,aprovada,01/2020,3.23
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,3926,carrefour,1046,aprovada,02/2020,3.86
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,714,ifood,238,aprovada,04/2020,0.88
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,4648,renner,420,aprovada,04/2020,1.55
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,330,smart fit,159,aprovada,03/2020,0.59
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,1039,zara,571,aprovada,05/2020,2.11
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,2414,zara,417,aprovada,03/2020,1.54
680382468,GERMANO,masculino,32,27067,TO,germano6@hotmail.com,3474,zara,364,aprovada,04/2020,1.34
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,3988,carrefour,1878,aprovada,04/2020,10.37
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,2731,renner,441,aprovada,04/2020,2.44
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,1782,renner,5,aprovada,02/2020,0.03
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,5220,uber,85,aprovada,04/2020,0.47
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,829,uber,49,aprovada,02/2020,0.27
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,4187,uber,30,aprovada,04/2020,0.17
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,629,zara,98,aprovada,03/2020,0.54
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,2804,zara,278,aprovada,01/2020,1.54
856480824,TEMISTOCLES,masculino,36,18107,MG,temistocles2@hotmail.com,3813,zara,625,aprovada,03/2020,3.45
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,395,ifood,187,aprovada,04/2020,1.30
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,3027,renner,159,aprovada,05/2020,1.11
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,1139,renner,300,aprovada,01/2020,2.09
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,4488,renner,33,aprovada,03/2020,0.23
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,4107,uber,15,aprovada,01/2020,0.10
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,1068,zara,160,aprovada,02/2020,1.11
953989648,JENEFE,feminino,26,14362,MG,jenefe6@hotmail.com,1900,zara,365,aprovada,01/2020,2.54
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,51,ifood,158,aprovada,02/2020,0.64
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,3919,ifood,19,aprovada,02/2020,0.08
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,3751,smart fit,100,aprovada,01/2020,0.41
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,1256,smart fit,211,aprovada,03/2020,0.86
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,333,uber,75,aprovada,04/2020,0.31
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,2761,uber,21,aprovada,05/2020,0.09
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,896,zara,337,aprovada,05/2020,1.37
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,1995,zara,188,aprovada,05/2020,0.77
549496525,ALLANE,feminino,34,24514,RJ,allane6@hotmail.com,2255,zara,222,aprovada,05/2020,0.91
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,4442,netflix,29,aprovada,05/2020,0.08
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,2716,netflix,35,aprovada,05/2020,0.09
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,2242,renner,59,aprovada,03/2020,0.16
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,1821,renner,426,aprovada,03/2020,1.12
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,1941,renner,32,aprovada,03/2020,0.08
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,3721,renner,305,aprovada,04/2020,0.80
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,522,renner,89,aprovada,01/2020,0.23
20132727,GLADIS,feminino,59,38014,SP,gladis4@hotmail.com,3403,smart fit,126,aprovada,02/2020,0.33
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,3191,ifood,277,aprovada,01/2020,1.40
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,4798,netflix,30,aprovada,02/2020,0.15
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,1272,netflix,30,aprovada,03/2020,0.15
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,3342,renner,447,aprovada,05/2020,2.26
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,4186,renner,139,aprovada,05/2020,0.70
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,2420,renner,339,aprovada,02/2020,1.72
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,905,uber,13,aprovada,03/2020,0.07
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,4697,uber,48,aprovada,04/2020,0.24
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,5019,zara,521,aprovada,05/2020,2.64
82344968,OLIMPIA,feminino,51,19744,SP,olimpia5@hotmail.com,321,zara,682,aprovada,01/2020,3.45
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,4464,ifood,77,aprovada,05/2020,0.56
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,3260,ifood,75,aprovada,01/2020,0.54
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,883,ifood,56,aprovada,05/2020,0.40
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,1145,renner,171,aprovada,03/2020,1.24
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,4293,uber,54,aprovada,01/2020,0.39
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,3029,zara,367,aprovada,03/2020,2.65
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,1257,zara,427,aprovada,04/2020,3.09
326498781,BALBINO,masculino,43,13828,TO,balbino7@hotmail.com,4069,zara,243,aprovada,05/2020,1.76
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,1761,cacau show,81,aprovada,01/2020,0.26
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,2833,carrefour,1710,aprovada,04/2020,5.55
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,3716,netflix,33,aprovada,02/2020,0.11
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,3705,renner,407,aprovada,01/2020,1.32
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,4614,renner,229,aprovada,02/2020,0.74
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,678,renner,499,aprovada,01/2020,1.62
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,580,smart fit,197,aprovada,01/2020,0.64
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,3779,smart fit,68,aprovada,05/2020,0.22
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,303,uber,17,aprovada,05/2020,0.06
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,298,zara,345,aprovada,04/2020,1.12
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,2352,zara,609,aprovada,03/2020,1.98
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,3150,zara,376,aprovada,03/2020,1.22
724784604,EPIFANIA,feminino,33,30823,SP,epifania3@hotmail.com,1087,zara,622,aprovada,05/2020,2.02
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,1734,cacau show,113,aprovada,02/2020,0.45
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,1876,ifood,43,aprovada,05/2020,0.17
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,838,renner,137,aprovada,04/2020,0.54
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,1227,smart fit,196,aprovada,03/2020,0.78
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,1464,smart fit,250,aprovada,05/2020,0.99
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,2908,uber,13,aprovada,04/2020,0.05
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,4549,zara,714,aprovada,01/2020,2.84
704685439,NEURA,feminino,27,25155,RJ,neura6@hotmail.com,3618,zara,905,aprovada,02/2020,3.60
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,3070,carrefour,470,aprovada,03/2020,4.27
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,266,ifood,174,aprovada,05/2020,1.58
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,1337,ifood,25,aprovada,04/2020,0.23
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,1897,smart fit,139,aprovada,04/2020,1.26
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,4280,smart fit,53,aprovada,04/2020,0.48
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,3602,uber,29,aprovada,02/2020,0.26
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,4862,uber,74,aprovada,02/2020,0.67
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,348,uber,15,aprovada,03/2020,0.14
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,255,zara,447,aprovada,05/2020,4.06
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,833,zara,40,aprovada,05/2020,0.36
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,2030,zara,239,aprovada,02/2020,2.17
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,1970,zara,938,aprovada,02/2020,8.52
144056529,KLAUS,masculino,33,11005,SP,klaus4@hotmail.com,2806,zara,446,aprovada,01/2020,4.05
299274127,DEIDIANE,feminino,23,32540,PR,deidiane7@hotmail.com,4646,smart fit,173,aprovada,05/2020,0.53
299274127,DEIDIANE,feminino,23,32540,PR,deidiane7@hotmail.com,837,uber,84,aprovada,02/2020,0.26
299274127,DEIDIANE,feminino,23,32540,PR,deidiane7@hotmail.com,4258,uber,52,aprovada,03/2020,0.16
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,3106,ifood,52,aprovada,01/2020,0.17
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,1254,ifood,26,negada,05/2020,0.09
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,2037,netflix,25,aprovada,04/2020,0.08
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,140,renner,310,aprovada,02/2020,1.04
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,3057,smart fit,189,aprovada,04/2020,0.64
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,5117,smart fit,129,aprovada,05/2020,0.43
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,633,smart fit,224,aprovada,01/2020,0.75
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,3149,uber,93,aprovada,01/2020,0.31
540987651,RONALDY,masculino,49,29736,MG,ronaldy6@hotmail.com,4208,uber,51,aprovada,01/2020,0.17
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,4951,cacau show,479,negada,02/2020,1.66
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,2708,renner,463,aprovada,02/2020,1.60
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,1084,renner,13,aprovada,01/2020,0.04
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,2176,smart fit,204,aprovada,03/2020,0.71
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,1349,uber,23,aprovada,02/2020,0.08
675214302,ALAIR,masculino,58,28916,MS,alair7@hotmail.com,3978,zara,358,aprovada,01/2020,1.24
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,2501,carrefour,1439,aprovada,02/2020,4.35
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,3366,ifood,124,aprovada,03/2020,0.37
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,4414,netflix,36,aprovada,01/2020,0.11
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,5162,smart fit,78,aprovada,04/2020,0.24
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,1049,zara,994,aprovada,01/2020,3.01
801862170,DENILZA,feminino,49,33075,MS,denilza6@hotmail.com,5012,zara,314,aprovada,02/2020,0.95
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,3678,cacau show,496,aprovada,03/2020,2.46
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,4331,cacau show,516,aprovada,02/2020,2.56
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,694,ifood,92,aprovada,03/2020,0.46
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,1086,ifood,20,aprovada,03/2020,0.10
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,1989,renner,39,aprovada,01/2020,0.19
852250519,JUCILENI,feminino,27,20173,RJ,jucileni0@hotmail.com,3739,zara,917,aprovada,03/2020,4.55
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,1835,cacau show,51,aprovada,03/2020,0.20
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,4202,cacau show,747,negada,04/2020,2.96
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,520,cacau show,367,aprovada,03/2020,1.45
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,236,netflix,27,aprovada,05/2020,0.11
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,2714,renner,491,aprovada,01/2020,1.95
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,2166,renner,336,aprovada,04/2020,1.33
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,3218,uber,20,aprovada,01/2020,0.08
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,3520,uber,81,aprovada,02/2020,0.32
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,1261,uber,9,aprovada,01/2020,0.04
944042348,GEICE,feminino,26,25237,RJ,geice5@hotmail.com,3415,uber,90,aprovada,01/2020,0.36
